], Pattern [name=letter_H+letter_N+letter_K+two_line, alias=P416, format=1001011111110101011011111, value=308, r=0, weight=0.0, is_eb=false, formatCode=19917535, sunNum=18
], Pattern [name=letter_I+cross+two_line, alias=P742, format=1110001100110110110011111, value=118, r=0, weight=0.0, is_eb=false, formatCode=29781407, sunNum=16
], Pattern [name=letter_I+cross+two_line, alias=P743, format=1111101100110110110011100, value=118, r=0, weight=0.0, is_eb=false, formatCode=32927132, sunNum=16
], Pattern [name=letter_P+square+two_line, alias=P744, format=1111011110110111111110000, value=118, r=0, weight=0.0, is_eb=false, formatCode=32468976, sunNum=18
], Pattern [name=letter_P+cross+two_line, alias=P745, format=1111010110110111111110100, value=118, r=0, weight=0.0, is_eb=false, formatCode=32206836, sunNum=18
], Pattern [name=letter_P+square+two_line, alias=P746, format=1111111110110111111010000, value=118, r=0, weight=0.0, is_eb=false, formatCode=33517520, sunNum=18
], Pattern [name=letter_I+cross+two_line, alias=P747, format=1110001100110111111111100, value=118, r=0, weight=0.0, is_eb=false, formatCode=29782012, sunNum=17
], Pattern [name=letter_P+square+two_line, alias=P748, format=1111011111110111111010000, value=118, r=0, weight=0.0, is_eb=false, formatCode=32501712, sunNum=18
], Pattern [name=letter_K+cross+two_line, alias=P749, format=1011010100110111111110110, value=118, r=0, weight=0.0, is_eb=false, formatCode=23752694, sunNum=17
], Pattern [name=letter_K+cross+two_line, alias=P750, format=1111110100110111010010110, value=118, r=0, weight=0.0, is_eb=false, formatCode=33189526, sunNum=16
], Pattern [name=letter_P+cross+two_line, alias=P751, format=1111110110110111010010100, value=118, r=0, weight=0.0, is_eb=false, formatCode=33255060, sunNum=16
], Pattern [name=letter_P+cross+two_line, alias=P752, format=1111011111110111010010100, value=118, r=0, weight=0.0, is_eb=false, formatCode=32501396, sunNum=17
], Pattern [name=letter_K+cross+two_line, alias=P753, format=1011010100110111010011111, value=118, r=0, weight=0.0, is_eb=false, formatCode=23752351, sunNum=16
], Pattern [name=letter_K+cross+two_line, alias=P754, format=1011011111110111010010110, value=118, r=0, weight=0.0, is_eb=false, formatCode=24112790, sunNum=17
], Pattern [name=letter_I+square+four_corners, alias=P755, format=1110101110010100111011101, value=112, r=0, weight=0.0, is_eb=false, formatCode=30878173, sunNum=16
], Pattern [name=letter_P+square+four_corners, alias=P756, format=1111111110110101111010001, value=112, r=0, weight=0.0, is_eb=false, formatCode=33516497, sunNum=18
], Pattern [name=letter_I+cross+four_corners, alias=P757, format=1110101100110110110011101, value=112, r=0, weight=0.0, is_eb=false, formatCode=30829981, sunNum=16
], Pattern [name=letter_K+cross+four_corners, alias=P758, format=1011110100110111010010111, value=112, r=0, weight=0.0, is_eb=false, formatCode=24800919, sunNum=16
], Pattern [name=letter_I+square, alias=P759, format=1110001110010100111011100, value=110, r=0, weight=0.0, is_eb=false, formatCode=29829596, sunNum=14
], Pattern [name=letter_I+two_line+four_corners, alias=P760, format=1110111111010000100011111, value=110, r=0, weight=0.0, is_eb=false, formatCode=31432991, sunNum=16
], Pattern [name=letter_I+two_line+four_corners, alias=P761, format=1111111111010000100011101, value=110, r=0, weight=0.0, is_eb=false, formatCode=33530141, sunNum=16
], Pattern [name=letter_I+two_line+four_corners, alias=P762, format=1111101000010000100011111, value=110, r=0, weight=0.0, is_eb=false, formatCode=32776479, sunNum=13
], Pattern [name=letter_P+two_line+four_corners, alias=P763, format=1111110010110101111110001, value=110, r=0, weight=0.0, is_eb=false, formatCode=33123313, sunNum=17
], Pattern [name=letter_K+two_line+four_corners, alias=P764, format=1111110100110001111110011, value=110, r=0, weight=0.0, is_eb=false, formatCode=33186803, sunNum=17
], Pattern [name=letter_I+two_line+four_corners, alias=P765, format=1111101000010001111111101, value=110, r=0, weight=0.0, is_eb=false, formatCode=32777213, sunNum=16
], Pattern [name=letter_I+two_line+four_corners, alias=P766, format=1110111111010001111111101, value=110, r=0, weight=0.0, is_eb=false, formatCode=31433725, sunNum=19
], Pattern [name=letter_I+two_line+four_corners, alias=P767, format=1110101000010001111111111, value=110, r=0, weight=0.0, is_eb=false, formatCode=30680063, sunNum=16
], Pattern [name=letter_P+square, alias=P768, format=1111011110110101111010000, value=110, r=0, weight=0.0, is_eb=false, formatCode=32467920, sunNum=16
], Pattern [name=letter_K+two_line+four_corners, alias=P769, format=1001110100110001111111111, value=110, r=0, weight=0.0, is_eb=false, formatCode=20603903, sunNum=17
], Pattern [name=letter_H+two_line+four_corners, alias=P770, format=1001110010110101111111111, value=110, r=0, weight=0.0, is_eb=false, formatCode=20540415, sunNum=18
], Pattern [name=letter_K+two_line+four_corners, alias=P771, format=1001111111110001111110011, value=110, r=0, weight=0.0, is_eb=false, formatCode=20964339, sunNum=18
], Pattern [name=letter_H+two_line+four_corners, alias=P772, format=1001111111110101001011111, value=110, r=0, weight=0.0, is_eb=false, formatCode=20965983, sunNum=18
], Pattern [name=letter_K+two_line+four_corners, alias=P773, format=1111111111110001010010011, value=110, r=0, weight=0.0, is_eb=false, formatCode=33546899, sunNum=17
], Pattern [name=letter_K+two_line+four_corners, alias=P774, format=1001111111110001010011111, value=110, r=0, weight=0.0, is_eb=false, formatCode=20963999, sunNum=17
], Pattern [name=letter_C+two_line+four_corners, alias=P775, format=1111110000100001000011111, value=110, r=0, weight=0.0, is_eb=false, formatCode=33047071, sunNum=13
], Pattern [name=letter_P+two_line+four_corners, alias=P776, format=1111111111110101000010001, value=110, r=0, weight=0.0, is_eb=false, formatCode=33548817, sunNum=16
], Pattern [name=letter_I+cross, alias=P777, format=1110001100110110110011100, value=110, r=0, weight=0.0, is_eb=false, formatCode=29781404, sunNum=14
], Pattern [name=letter_I+two_line+four_corners, alias=P778, format=1110111111110110100011101, value=110, r=0, weight=0.0, is_eb=false, formatCode=31452445, sunNum=18
], Pattern [name=letter_I+two_line+four_corners, alias=P779, format=1110101000110110100011111, value=110, r=0, weight=0.0, is_eb=false, formatCode=30698783, sunNum=15
], Pattern [name=letter_I+two_line+four_corners, alias=P780, format=1111101000110110100011101, value=110, r=0, weight=0.0, is_eb=false, formatCode=32795933, sunNum=15
], Pattern [name=letter_I+two_line+four_corners, alias=P781, format=1110101000110111111111101, value=110, r=0, weight=0.0, is_eb=false, formatCode=30699517, sunNum=18
], Pattern [name=letter_K+two_line+four_corners, alias=P782, format=1001110100110111111110011, value=110, r=0, weight=0.0, is_eb=false, formatCode=20606963, sunNum=17
], Pattern [name=letter_H+two_line+four_corners, alias=P783, format=1001110010110111111110011, value=110, r=0, weight=0.0, is_eb=false, formatCode=20541427, sunNum=17
], Pattern [name=letter_H+two_line+four_corners, alias=P784, format=1001110010110111001011111, value=110, r=0, weight=0.0, is_eb=false, formatCode=20541023, sunNum=16
], Pattern [name=letter_K+two_line+four_corners, alias=P785, format=1111110100110111010010011, value=110, r=0, weight=0.0, is_eb=false, formatCode=33189523, sunNum=16
], Pattern [name=letter_H+two_line+four_corners, alias=P786, format=1001111111110111001010011, value=110, r=0, weight=0.0, is_eb=false, formatCode=20966995, sunNum=17
], Pattern [name=letter_P+cross, alias=P787, format=1111010110110111010010100, value=110, r=0, weight=0.0, is_eb=false, formatCode=32206484, sunNum=15
], Pattern [name=letter_K+two_line+four_corners, alias=P788, format=1001110100110111010011111, value=110, r=0, weight=0.0, is_eb=false, formatCode=20606623, sunNum=16
], Pattern [name=letter_K+two_line+four_corners, alias=P789, format=1001111111110111010010011, value=110, r=0, weight=0.0, is_eb=false, formatCode=20967059, sunNum=17
], Pattern [name=letter_P+two_line+four_corners, alias=P790, format=1111110010110111000010001, value=110, r=0, weight=0.0, is_eb=false, formatCode=33123857, sunNum=14
], Pattern [name=letter_K+cross, alias=P791, format=1011010100110111010010110, value=110, r=0, weight=0.0, is_eb=false, formatCode=23752342, sunNum=14
], Pattern [name=letter_I+two_line, alias=P792, format=1110011111010000100011111, value=108, r=0, weight=0.0, is_eb=false, formatCode=30384415, sunNum=15
], Pattern [name=letter_I+two_line, alias=P793, format=1111111111010000100011100, value=108, r=0, weight=0.0, is_eb=false, formatCode=33530140, sunNum=15
], Pattern [name=letter_C+two_line, alias=P794, format=1111110000100001111111110, value=108, r=0, weight=0.0, is_eb=false, formatCode=33047550, sunNum=16
], Pattern [name=letter_K+two_line, alias=P795, format=1111110100110001111110010, value=108, r=0, weight=0.0, is_eb=false, formatCode=33186802, sunNum=16
], Pattern [name=letter_I+two_line, alias=P796, format=1111101000010001111111100, value=108, r=0, weight=0.0, is_eb=false, formatCode=32777212, sunNum=15
], Pattern [name=letter_P+two_line, alias=P797, format=1111110010110101111110000, value=108, r=0, weight=0.0, is_eb=false, formatCode=33123312, sunNum=16
], Pattern [name=letter_C+two_line, alias=P798, format=1111011111100001111111110, value=108, r=0, weight=0.0, is_eb=false, formatCode=32490494, sunNum=19
], Pattern [name=letter_C+two_line, alias=P799, format=1111010000100001111111111, value=108, r=0, weight=0.0, is_eb=false, formatCode=31998975, sunNum=16
], Pattern [name=letter_I+two_line, alias=P800, format=1110011111010001111111100, value=108, r=0, weight=0.0, is_eb=false, formatCode=30385148, sunNum=17
], Pattern [name=letter_I+two_line, alias=P801, format=1110001000010001111111111, value=108, r=0, weight=0.0, is_eb=false, formatCode=29631487, sunNum=15
], Pattern [name=letter_K+two_line, alias=P802, format=1001010100110001111111111, value=108, r=0, weight=0.0, is_eb=false, formatCode=19555327, sunNum=16
], Pattern [name=letter_H+two_line, alias=P803, format=1001010010110101111111111, value=108, r=0, weight=0.0, is_eb=false, formatCode=19491839, sunNum=17
], Pattern [name=letter_K+two_line, alias=P804, format=1001011111110001111110010, value=108, r=0, weight=0.0, is_eb=false, formatCode=19915762, sunNum=16
], Pattern [name=letter_K+two_line, alias=P805, format=1111111111110001010010010, value=108, r=0, weight=0.0, is_eb=false, formatCode=33546898, sunNum=16
], Pattern [name=letter_H+two_line, alias=P806, format=1001011111110101001011111, value=108, r=0, weight=0.0, is_eb=false, formatCode=19917407, sunNum=17
], Pattern [name=letter_K+two_line, alias=P807, format=1001011111110001010011111, value=108, r=0, weight=0.0, is_eb=false, formatCode=19915423, sunNum=16
], Pattern [name=letter_C+two_line, alias=P808, format=1111111111100001000011110, value=108, r=0, weight=0.0, is_eb=false, formatCode=33538590, sunNum=16
], Pattern [name=letter_P+two_line, alias=P809, format=1111111111110101000010000, value=108, r=0, weight=0.0, is_eb=false, formatCode=33548816, sunNum=15
], Pattern [name=letter_C+two_line, alias=P810, format=1111011111100001000011111, value=108, r=0, weight=0.0, is_eb=false, formatCode=32490015, sunNum=16
], Pattern [name=letter_I+two_line, alias=P811, format=1110011111110110100011100, value=108, r=0, weight=0.0, is_eb=false, formatCode=30403868, sunNum=16
], Pattern [name=letter_I+two_line, alias=P812, format=1110001000110110100011111, value=108, r=0, weight=0.0, is_eb=false, formatCode=29650207, sunNum=14
], Pattern [name=letter_I+two_line, alias=P813, format=1111101000110110100011100, value=108, r=0, weight=0.0, is_eb=false, formatCode=32795932, sunNum=14
], Pattern [name=letter_C+two_line, alias=P814, format=1111010000110111111111110, value=108, r=0, weight=0.0, is_eb=false, formatCode=32010238, sunNum=18
], Pattern [name=letter_P+two_line, alias=P815, format=1111010010110111111110000, value=108, r=0, weight=0.0, is_eb=false, formatCode=32075760, sunNum=16
], Pattern [name=letter_I+two_line, alias=P816, format=1110001000110111111111100, value=108, r=0, weight=0.0, is_eb=false, formatCode=29650940, sunNum=16
], Pattern [name=letter_K+two_line, alias=P817, format=1001010100110111111110010, value=108, r=0, weight=0.0, is_eb=false, formatCode=19558386, sunNum=15
], Pattern [name=letter_H+two_line, alias=P818, format=1001010010110111111110010, value=108, r=0, weight=0.0, is_eb=false, formatCode=19492850, sunNum=15
], Pattern [name=letter_K+two_line, alias=P819, format=1111110100110111010010010, value=108, r=0, weight=0.0, is_eb=false, formatCode=33189522, sunNum=15
], Pattern [name=letter_H+two_line, alias=P820, format=1001010010110111001011111, value=108, r=0, weight=0.0, is_eb=false, formatCode=19492447, sunNum=15
], Pattern [name=letter_H+two_line, alias=P821, format=1001011111110111001010010, value=108, r=0, weight=0.0, is_eb=false, formatCode=19918418, sunNum=15
], Pattern [name=letter_K+two_line, alias=P822, format=1001010100110111010011111, value=108, r=0, weight=0.0, is_eb=false, formatCode=19558047, sunNum=15
], Pattern [name=letter_K+two_line, alias=P823, format=1001011111110111010010010, value=108, r=0, weight=0.0, is_eb=false, formatCode=19918482, sunNum=15
], Pattern [name=letter_C+two_line, alias=P824, format=1111110000110111000011110, value=108, r=0, weight=0.0, is_eb=false, formatCode=33058334, sunNum=15
], Pattern [name=letter_P+two_line, alias=P825, format=1111110010110111000010000, value=108, r=0, weight=0.0, is_eb=false, formatCode=33123856, sunNum=13
], Pattern [name=letter_C+two_line, alias=P826, format=1111010000110111000011111, value=108, r=0, weight=0.0, is_eb=false, formatCode=32009759, sunNum=15
], Pattern [name=letter_P+two_line, alias=P827, format=1111011111110111000010000, value=108, r=0, weight=0.0, is_eb=false, formatCode=32501264, sunNum=15
], Pattern [name=letter_I+four_corners, alias=P828, format=1110101000010000100011101, value=102, r=0, weight=0.0, is_eb=false, formatCode=30679325, sunNum=11
], Pattern [name=letter_H+four_corners, alias=P829, format=1001110010110101001010011, value=102, r=0, weight=0.0, is_eb=false, formatCode=20539987, sunNum=13
], Pattern [name=letter_K+four_corners, alias=P830, format=1001110100110001010010011, value=102, r=0, weight=0.0, is_eb=false, formatCode=20603539, sunNum=12
], Pattern [name=letter_P+four_corners, alias=P831, format=1111110010110101000010001, value=102, r=0, weight=0.0, is_eb=false, formatCode=33122833, sunNum=13
], Pattern [name=three_line+chess+two_line+two_line+two_line+four_corners, alias=P832, format=1010111111110110101011111, value=101, r=0, weight=0.0, is_eb=false, formatCode=23063903, sunNum=19
], Pattern [name=three_line+chess+two_line+two_line+two_line+four_corners, alias=P833, format=1111111111100010101011111, value=101, r=0, weight=0.0, is_eb=false, formatCode=33539423, sunNum=19
], Pattern [name=three_line+chess+two_line+two_line+two_line+four_corners, alias=P834, format=1111111111110110101010101, value=101, r=0, weight=0.0, is_eb=false, formatCode=33549653, sunNum=19
], Pattern [name=three_line+chess+two_line+two_line+two_line+four_corners, alias=P835, format=1111101010110111111110101, value=101, r=0, weight=0.0, is_eb=false, formatCode=32862197, sunNum=19
], Pattern [name=three_line+chess+two_line+two_line+two_line+four_corners, alias=P836, format=1111111111100011111110101, value=101, r=0, weight=0.0, is_eb=false, formatCode=33540085, sunNum=20
], Pattern [name=three_line+chess+two_line+two_line+two_line+four_corners, alias=P837, format=1111101010100011111111111, value=101, r=0, weight=0.0, is_eb=false, formatCode=32851967, sunNum=19
], Pattern [name=three_line+chess+two_line+two_line+two_line+four_corners, alias=P838, format=1010111111100011111111111, value=101, r=0, weight=0.0, is_eb=false, formatCode=23054335, sunNum=20
], Pattern [name=three_line+chess+two_line+two_line+two_line+four_corners, alias=P839, format=1010101010110111111111111, value=101, r=0, weight=0.0, is_eb=false, formatCode=22376447, sunNum=19
], Pattern [name=letter_I, alias=P840, format=1110001000010000100011100, value=100, r=1, weight=0.0, is_eb=true, formatCode=29630748, sunNum=9
], Pattern [name=letter_H, alias=P841, format=1001010010110101001010010, value=100, r=1, weight=0.0, is_eb=true, formatCode=19491410, sunNum=11
], Pattern [name=letter_K, alias=P842, format=1001010100110001010010010, value=100, r=1, weight=0.0, is_eb=true, formatCode=19554962, sunNum=10
], Pattern [name=letter_A, alias=P843, format=1111010010110101001010010, value=100, r=1, weight=0.0, is_eb=true, formatCode=32074322, sunNum=13
], Pattern [name=letter_C, alias=P844, format=1111010000100001000011110, value=100, r=1, weight=0.0, is_eb=true, formatCode=31998494, sunNum=11
], Pattern [name=letter_P, alias=P845, format=1111010010110101000010000, value=100, r=1, weight=0.0, is_eb=true, formatCode=32074256, sunNum=11
], Pattern [name=letter_N, alias=P846, format=1001011010110101011010010, value=100, r=1, weight=0.0, is_eb=true, formatCode=19753682, sunNum=13
], Pattern [name=three_line+square+cross+two_line+two_line+two_line, alias=P847, format=1111111111110110111000100, value=94, r=0, weight=0.0, is_eb=false, formatCode=33549764, sunNum=18
], Pattern [name=three_line+square+cross+two_line+two_line+two_line, alias=P848, format=0000010011111110110111011111, value=94, r=0, weight=0.0, is_eb=false, formatCode=5238239, sunNum=18
], Pattern [name=three_line+square+cross+two_line+two_line+two_line, alias=P849, format=1111101110110111111100100, value=94, r=0, weight=0.0, is_eb=false, formatCode=32993252, sunNum=18
], Pattern [name=three_line+square+cross+two_line+two_line+two_line, alias=P850, format=0000010011111110111111100100, value=94, r=0, weight=0.0, is_eb=false, formatCode=5238756, sunNum=16
], Pattern [name=three_line+square+cross+two_line+two_line+two_line, alias=P851, format=0000010001110110111111111111, value=94, r=0, weight=0.0, is_eb=false, formatCode=4681727, sunNum=18
], Pattern [name=three_line+square+two_line+two_line+two_line+four_corners, alias=P852, format=1111111111010101111110001, value=86, r=0, weight=0.0, is_eb=false, formatCode=33532913, sunNum=19
], Pattern [name=three_line+square+two_line+two_line+two_line+four_corners, alias=P853, format=1000111111010101111111111, value=86, r=0, weight=0.0, is_eb=false, formatCode=18852863, sunNum=19
], Pattern [name=three_line+square+two_line+two_line+two_line+four_corners, alias=P854, format=1111111111110110111010001, value=86, r=0, weight=0.0, is_eb=false, formatCode=33549777, sunNum=19
], Pattern [name=three_line+square+two_line+two_line+two_line+four_corners, alias=P855, format=1000111111110110111011111, value=86, r=0, weight=0.0, is_eb=false, formatCode=18869727, sunNum=19
], Pattern [name=three_line+cross+two_line+two_line+two_line+four_corners, alias=P856, format=1111111111110110010010101, value=86, r=0, weight=0.0, is_eb=false, formatCode=33549461, sunNum=18
], Pattern [name=three_line+cross+two_line+two_line+two_line+four_corners, alias=P857, format=1111100100110110010011111, value=86, r=0, weight=0.0, is_eb=false, formatCode=32664735, sunNum=16
], Pattern [name=three_line+cross+two_line+two_line+two_line+four_corners, alias=P858, format=1010111111110110010011111, value=86, r=0, weight=0.0, is_eb=false, formatCode=23063711, sunNum=18
], Pattern [name=three_line+square+two_line+two_line+two_line+four_corners, alias=P859, format=1111101110110111111110001, value=86, r=0, weight=0.0, is_eb=false, formatCode=32993265, sunNum=19
], Pattern [name=three_line+cross+two_line+two_line+two_line+four_corners, alias=P860, format=1111100100110111111110101, value=86, r=0, weight=0.0, is_eb=false, formatCode=32665589, sunNum=18
], Pattern [name=three_line+cross+two_line+two_line+two_line+four_corners, alias=P861, format=1010100100110111111111111, value=86, r=0, weight=0.0, is_eb=false, formatCode=22179839, sunNum=18
], Pattern [name=three_line+square+two_line+two_line+two_line+four_corners, alias=P862, format=1000101110110111111111111, value=86, r=0, weight=0.0, is_eb=false, formatCode=18313215, sunNum=19
], Pattern [name=three_line+square+two_line+two_line+two_line+four_corners, alias=P863, format=1000111111110111111110001, value=86, r=0, weight=0.0, is_eb=false, formatCode=18870257, sunNum=18
], Pattern [name=three_line+square+two_line+two_line+two_line, alias=P864, format=1111111111010101111100000, value=84, r=0, weight=0.0, is_eb=false, formatCode=33532896, sunNum=17
], Pattern [name=three_line+square+two_line+two_line+two_line, alias=P865, format=0000011111010101111111111, value=84, r=0, weight=0.0, is_eb=false, formatCode=1027071, sunNum=17
], Pattern [name=three_line+square+two_line+two_line+two_line, alias=P866, format=1111111111110110111000000, value=84, r=0, weight=0.0, is_eb=false, formatCode=33549760, sunNum=17
], Pattern [name=three_line+cross+two_line+two_line+two_line, alias=P867, format=0000010011111110110010011111, value=84, r=0, weight=0.0, is_eb=false, formatCode=5237919, sunNum=16
], Pattern [name=three_line+cross+two_line+two_line+two_line, alias=P868, format=1111111111110110010000100, value=84, r=0, weight=0.0, is_eb=false, formatCode=33549444, sunNum=16
], Pattern [name=three_line+square+two_line+two_line+two_line, alias=P869, format=0000011111110110111011111, value=84, r=0, weight=0.0, is_eb=false, formatCode=1043935, sunNum=17
], Pattern [name=three_line+cross+two_line+two_line+two_line, alias=P870, format=1111100100110111111100100, value=84, r=0, weight=0.0, is_eb=false, formatCode=32665572, sunNum=16
], Pattern [name=three_line+square+two_line+two_line+two_line, alias=P871, format=1111101110110111111100000, value=84, r=0, weight=0.0, is_eb=false, formatCode=32993248, sunNum=17
], Pattern [name=three_line+cross+two_line+two_line+two_line, alias=P872, format=0000010000100110111111111111, value=84, r=0, weight=0.0, is_eb=false, formatCode=4354047, sunNum=16
], Pattern [name=three_line+square+two_line+two_line+two_line, alias=P873, format=000001110110111111111111, value=84, r=0, weight=0.0, is_eb=false, formatCode=487423, sunNum=17
], Pattern [name=three_line+two_line+two_line+two_line+four_corners, alias=P874, format=1111111111000001111110001, value=76, r=0, weight=0.0, is_eb=false, formatCode=33522673, sunNum=17
], Pattern [name=three_line+two_line+two_line+two_line+four_corners, alias=P875, format=1000111111000001111111111, value=76, r=0, weight=0.0, is_eb=false, formatCode=18842623, sunNum=17
], Pattern [name=three_line+two_line+two_line+two_line+four_corners, alias=P876, format=1000111111110110000011111, value=76, r=0, weight=0.0, is_eb=false, formatCode=18869279, sunNum=16
], Pattern [name=three_line+two_line+two_line+two_line+four_corners, alias=P877, format=1111111111110110000010001, value=76, r=0, weight=0.0, is_eb=false, formatCode=33549329, sunNum=16
], Pattern [name=three_line+two_line+two_line+two_line+four_corners, alias=P878, format=1111100000110111111110001, value=76, r=0, weight=0.0, is_eb=false, formatCode=32534513, sunNum=16
], Pattern [name=three_line+two_line+two_line+two_line+four_corners, alias=P879, format=1000100000110111111111111, value=76, r=0, weight=0.0, is_eb=false, formatCode=17854463, sunNum=16
], Pattern [name=chess+square+cross+two_line+four_corners, alias=P880, format=1111101110110110111010101, value=55, r=0, weight=0.0, is_eb=false, formatCode=32992725, sunNum=18
], Pattern [name=chess+square+cross+two_line+four_corners, alias=P881, format=1010101110110110111011111, value=55, r=0, weight=0.0, is_eb=false, formatCode=22506975, sunNum=18
], Pattern [name=chess+square+cross+two_line+four_corners, alias=P882, format=1010111111110110111010101, value=55, r=0, weight=0.0, is_eb=false, formatCode=23064021, sunNum=18
], Pattern [name=chess+square+cross+two_line+four_corners, alias=P883, format=1010101110110111111110101, value=55, r=0, weight=0.0, is_eb=false, formatCode=22507509, sunNum=18
], Pattern [name=three_line, alias=P884, format=1111111111000000000011111, value=50, r=-3, weight=0.0, is_eb=false, formatCode=33521695, sunNum=15
], Pattern [name=three_line, alias=P885, format=1111100000000001111111111, value=50, r=-3, weight=0.0, is_eb=false, formatCode=32506879, sunNum=15
], Pattern [name=three_line, alias=P886, format=1111111111000001111100000, value=50, r=-3, weight=0.0, is_eb=false, formatCode=33522656, sunNum=15
], Pattern [name=three_line, alias=P887, format=0000011111000001111111111, value=50, r=-1, weight=0.0, is_eb=false, formatCode=1016831, sunNum=15
], Pattern [name=three_line, alias=P888, format=0000011111110110000011111, value=50, r=-1, weight=0.0, is_eb=false, formatCode=1043487, sunNum=14
], Pattern [name=three_line, alias=P889, format=1111100000110110000011111, value=50, r=-3, weight=0.0, is_eb=false, formatCode=32533535, sunNum=14
], Pattern [name=three_line, alias=P890, format=1111111111110110000000000, value=50, r=-3, weight=0.0, is_eb=false, formatCode=33549312, sunNum=14
], Pattern [name=three_line, alias=P891, format=1111100000110111111100000, value=50, r=-3, weight=0.0, is_eb=false, formatCode=32534496, sunNum=14
], Pattern [name=three_line, alias=P892, format=0000011111110111111100000, value=50, r=-3, weight=0.0, is_eb=false, formatCode=1044448, sunNum=14
], Pattern [name=three_line, alias=P893, format=0000000000110111111111111, value=50, r=-1, weight=0.0, is_eb=false, formatCode=28671, sunNum=14
], Pattern [name=chess+square+cross+four_corners, alias=P894, format=1010101110110110111010101, value=47, r=0, weight=0.0, is_eb=false, formatCode=22506965, sunNum=16
], Pattern [name=chess+two_line+four_corners, alias=P895, format=1010111111100010101011111, value=35, r=0, weight=0.0, is_eb=false, formatCode=23053663, sunNum=17
], Pattern [name=chess+two_line+four_corners, alias=P896, format=1010111111110110101010101, value=35, r=0, weight=0.0, is_eb=false, formatCode=23063893, sunNum=17
], Pattern [name=chess+two_line+four_corners, alias=P897, format=1010101010110110101011111, value=35, r=0, weight=0.0, is_eb=false, formatCode=22375775, sunNum=16
], Pattern [name=chess+two_line+four_corners, alias=P898, format=1111101010110110101010101, value=35, r=0, weight=0.0, is_eb=false, formatCode=32861525, sunNum=16
], Pattern [name=chess+two_line+four_corners, alias=P899, format=1111111111100010101010101, value=35, r=0, weight=0.0, is_eb=false, formatCode=33539413, sunNum=17
], Pattern [name=chess+two_line+four_corners, alias=P900, format=1111101010100010101011111, value=35, r=0, weight=0.0, is_eb=false, formatCode=32851295, sunNum=16
], Pattern [name=chess+two_line+four_corners, alias=P901, format=1111101010100011111110101, value=35, r=0, weight=0.0, is_eb=false, formatCode=32851957, sunNum=17
], Pattern [name=chess+two_line+four_corners, alias=P902, format=1010101010110111111110101, value=35, r=0, weight=0.0, is_eb=false, formatCode=22376437, sunNum=17
], Pattern [name=chess+two_line+four_corners, alias=P903, format=1010111111100011111110101, value=35, r=0, weight=0.0, is_eb=false, formatCode=23054325, sunNum=18
], Pattern [name=chess+two_line+four_corners, alias=P904, format=1010101010100011111111111, value=35, r=0, weight=0.0, is_eb=false, formatCode=22366207, sunNum=17
], Pattern [name=square+cross+two_line, alias=P905, format=1111101110110110111000100, value=28, r=0, weight=0.0, is_eb=false, formatCode=32992708, sunNum=16
], Pattern [name=square+cross+two_line, alias=P906, format=0000010011111110110111000100, value=28, r=0, weight=0.0, is_eb=false, formatCode=5238212, sunNum=14
], Pattern [name=square+cross+two_line, alias=P907, format=0000010001110110110111011111, value=28, r=0, weight=0.0, is_eb=false, formatCode=4681183, sunNum=16
], Pattern [name=square+cross+two_line, alias=P908, format=0000010001110110111111100100, value=28, r=0, weight=0.0, is_eb=false, formatCode=4681700, sunNum=14
], Pattern [name=chess, alias=P909, format=1010101010100010101010101, value=25, r=-3, weight=0.0, is_eb=false, formatCode=22365525, sunNum=12
], Pattern [name=square+two_line+four_corners, alias=P910, format=1111111111010100111010001, value=20, r=0, weight=0.0, is_eb=false, formatCode=33532369, sunNum=17
], Pattern [name=square+two_line+four_corners, alias=P911, format=1000111111010100111011111, value=20, r=0, weight=0.0, is_eb=false, formatCode=18852319, sunNum=17
], Pattern [name=square+two_line+four_corners, alias=P912, format=1111101110010101111110001, value=20, r=0, weight=0.0, is_eb=false, formatCode=32975857, sunNum=17
], Pattern [name=square+two_line+four_corners, alias=P913, format=1000101110010101111111111, value=20, r=0, weight=0.0, is_eb=false, formatCode=18295807, sunNum=17
], Pattern [name=square+two_line+four_corners, alias=P914, format=1000111111010101111110001, value=20, r=0, weight=0.0, is_eb=false, formatCode=18852849, sunNum=16
], Pattern [name=square+two_line+four_corners, alias=P915, format=1111101110110110111010001, value=20, r=0, weight=0.0, is_eb=false, formatCode=32992721, sunNum=17
], Pattern [name=square+two_line+four_corners, alias=P916, format=1000101110110110111011111, value=20, r=0, weight=0.0, is_eb=false, formatCode=18312671, sunNum=17
], Pattern [name=square+two_line+four_corners, alias=P917, format=1000111111110110111010001, value=20, r=0, weight=0.0, is_eb=false, formatCode=18869713, sunNum=16
], Pattern [name=cross+two_line+four_corners, alias=P918, format=1111100100110110010010101, value=20, r=0, weight=0.0, is_eb=false, formatCode=32664725, sunNum=14
], Pattern [name=square+cross, alias=P919, format=0000010001110110110111000100, value=20, r=0, weight=0.0, is_eb=false, formatCode=4681156, sunNum=12
], Pattern [name=cross+two_line+four_corners, alias=P920, format=1010111111110110010010101, value=20, r=0, weight=0.0, is_eb=false, formatCode=23063701, sunNum=16
], Pattern [name=cross+two_line+four_corners, alias=P921, format=1010100100110110010011111, value=20, r=0, weight=0.0, is_eb=false, formatCode=22178975, sunNum=14
